-41.057438	-69.132881	-1.188353
-41.207153	-69.11618	-1.004669
-41.149715	-68.983307	-0.816316
-40.942562	-68.867119	-0.811647
-40.792847	-68.88382	-0.995331
-40.850285	-69.016693	-1.183684
-41.057438	-69.132881	-1.188353
-40.622772	-69.901711	-0.749122
-40.750942	-69.882813	-0.583305
-40.705486	-69.766869	-0.414204
-40.520329	-69.664726	-0.4132
-40.380463	-69.675026	-0.574955
-40.435207	-69.797005	-0.745814
-40.622772	-69.901711	-0.749122
-40.188164	-70.692848	-0.322416
-40.314308	-70.673187	-0.157247
-40.264046	-70.559288	0.003153
-40.08408	-70.452065	0.018892
-39.946148	-70.466705	-0.14895
-40.006565	-70.587997	-0.312752
-40.188164	-70.692848	-0.322416
-39.752602	-71.481483	0.107592
-39.890587	-71.470634	0.268451
-39.832966	-71.350433	0.433065
-39.652905	-71.250847	0.434522
-39.525421	-71.265831	0.276681
-39.564819	-71.380333	0.104077
-39.752602	-71.481483	0.107592
-39.324245	-72.264053	0.526602
-39.460369	-72.251343	0.689028
-39.404037	-72.131927	0.853483
-39.221058	-72.025337	0.864976
-39.087654	-72.042297	0.697428
-39.145359	-72.160774	0.53611
-39.324245	-72.264053	0.526602
-38.887577	-73.050415	0.960083
-39.017067	-73.037979	1.115236
-38.967022	-72.923859	1.276272
-38.78989	-72.824432	1.280406
-38.653286	-72.833954	1.123435
-38.704853	-72.953094	0.954619
-38.887577	-73.050415	0.960083
-38.471508	-73.862274	1.338322
-38.621407	-73.838562	1.535235
-38.565228	-73.70269	1.730443
-38.350658	-73.58271	1.734599
-38.188858	-73.595963	1.544984
-38.249687	-73.737877	1.343306
-38.471508	-73.862274	1.338322
-38.409153	-73.8806	1.540908
-38.415462	-73.849411	1.634923
-38.419254	-73.766624	1.685834
-38.420406	-73.66861	1.695
-38.416882	-73.588799	1.634015
-38.41087	-73.55632	1.539074
-38.404678	-73.593765	1.447408
-38.400539	-73.672287	1.390772
-38.40015	-73.768661	1.393201
-38.403015	-73.853355	1.444437
-38.409153	-73.8806	1.540908
-36.847416	-73.870964	1.642785
-36.853642	-73.838669	1.735417
-36.857868	-73.759567	1.793339
-36.857944	-73.663322	1.78613
-36.855072	-73.581223	1.734982
-36.849064	-73.559715	1.641024
-36.843254	-73.592384	1.554773
-36.839096	-73.664948	1.497386
-36.838577	-73.75898	1.497596
-36.841476	-73.840576	1.549131
-36.847416	-73.870964	1.642785
-35.283279	-73.846909	1.973422
-35.300606	-73.816292	2.054564
-35.313545	-73.748474	2.113945
-35.313797	-73.655052	2.112622
-35.302189	-73.583939	2.05581
-35.284588	-73.555435	1.971805
-35.265976	-73.579559	1.884418
-35.254955	-73.657082	1.834374
-35.255821	-73.746712	1.840878
-35.266155	-73.817474	1.891637
-35.283279	-73.846909	1.973422
-33.779266	-73.842735	2.510872
-33.807613	-73.808853	2.589658
-33.827263	-73.739182	2.643538
-33.825474	-73.64933	2.637112
-33.809139	-73.575356	2.59023
-33.780388	-73.544769	2.509282
-33.750751	-73.573296	2.426791
-33.732746	-73.648651	2.377597
-33.732204	-73.740097	2.377536
-33.749535	-73.816116	2.427238
-33.779266	-73.842735	2.510872
-32.327923	-73.828018	3.229138
-32.363285	-73.794678	3.300212
-32.38612	-73.727509	3.345582
-32.386063	-73.642952	3.344492
-32.36359	-73.577049	3.298334
-32.328827	-73.541306	3.227682
-32.293739	-73.577248	3.157199
-32.267395	-73.64119	3.104696
-32.267204	-73.730652	3.105342
-32.290367	-73.802574	3.15296
-32.327923	-73.828018	3.229138
-30.921589	-73.817955	4.10247
-30.96163	-73.781555	4.166615
-30.992714	-73.720833	4.216115
-30.991648	-73.634346	4.213611
-30.964228	-73.567841	4.168847
-30.922318	-73.546417	4.101163
-30.878273	-73.562981	4.030391
-30.852646	-73.635139	3.989781
-30.854774	-73.7192	3.993977
-30.879021	-73.789024	4.033657
-30.921589	-73.817955	4.10247
-29.552708	-73.803345	5.10499
-29.598969	-73.777222	5.167951
-29.624649	-73.708939	5.202485
-29.627028	-73.628853	5.205115
-29.600742	-73.559029	5.168682
-29.553333	-73.533607	5.103756
-29.510017	-73.569244	5.044885
-29.482893	-73.631447	5.008331
-29.47854	-73.710983	5.003004
-29.506283	-73.778252	5.041404
-29.552708	-73.803345	5.10499
-28.21368	-73.788803	6.210882
-28.260685	-73.763527	6.267623
-28.291119	-73.701363	6.304043
-28.28957	-73.623398	6.301633
-28.26226	-73.558067	6.268118
-28.21419	-73.540894	6.209798
-28.168005	-73.562614	6.154026
-28.141132	-73.625237	6.12192
-28.13876	-73.700752	6.119566
-28.168661	-73.759773	6.156174
-28.21368	-73.788803	6.210882
-26.896902	-73.780289	7.394338
-26.944061	-73.751587	7.446628
-26.972626	-73.691238	7.47803
-26.973419	-73.61747	7.478447
-26.944002	-73.558472	7.445345
-26.897371	-73.531357	7.393288
-26.848545	-73.55442	7.339109
-26.823191	-73.618958	7.311306
-26.816383	-73.694168	7.304204
-26.849642	-73.752281	7.341577
-26.896902	-73.780289	7.394338
-25.594828	-73.758812	8.629436
-25.642954	-73.743416	8.680079
-25.667732	-73.681511	8.70583
-25.669622	-73.611961	8.707408
-25.640175	-73.557251	8.676037
-25.59524	-73.525734	8.628477
-25.55088	-73.558861	8.581911
-25.517136	-73.610741	8.54665
-25.521114	-73.682396	8.551272
-25.546936	-73.743301	8.578856
-25.594828	-73.758812	8.629436
-24.299803	-73.75692	9.890475
-24.347055	-73.733025	9.938862
-24.378084	-73.676201	9.970398
-24.378487	-73.603287	9.970384
-24.344122	-73.553146	9.934803
-24.300205	-73.522804	9.889524
-24.251446	-73.543999	9.839576
-24.22529	-73.605362	9.813071
-24.227146	-73.674088	9.815377
-24.256247	-73.726143	9.845566
-24.299803	-73.75692	9.890475
-27.866062	-78.912354	9.704283
-25.456083	-73.527	10.007289
-26.150747	-73.532616	9.932138
-26.944883	-75.173264	9.86256
-27.551643	-77.043617	9.593524
-27.402493	-76.506508	9.609434
-27.555836	-75.47802	9.800669
-27.400915	-74.952667	9.906193
